"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"BPCL","2015-01-20","616","664","604","664","7.79","1535"
"BPCL","2015-01-22","664","651","621","628","-5.42","6600"
"BPCL","2015-01-25","628","630","616","626","-0.32","4826"
"BPCL","2015-01-26","626","626","620","620","-0.96","4782"
"BPCL","2015-01-27","620","610","600","600","-3.23","4201"
"BPCL","2015-01-28","600","641","612","635","5.83","1177"
"BPCL","2015-01-29","635","647","640","640","0.79","315"
"BPCL","2015-02-01","640","652","640","648","1.25","15490"
"BPCL","2015-02-02","648","678","642","642","-0.93","4497"
"BPCL","2015-02-03","642","645","640","645","0.47","807"
"BPCL","2015-02-04","645","650","640","650","0.78","4348"
"BPCL","2015-02-05","650","673","637","655","0.77","15497"
"BPCL","2015-02-08","655","650","640","650","-0.76","2400"
"BPCL","2015-02-10","650","662","649","649","-0.15","155"
"BPCL","2015-02-11","649","650","648","650","-0.15","300"
"BPCL","2015-02-12","648","640","621","635","-2.01","2124"
"BPCL","2015-02-15","635","642","630","630","-0.79","967"
"BPCL","2015-02-16","630","631","620","620","-1.59","2323"
"BPCL","2015-02-19","620","611","599","599","-3.39","4175"
"BPCL","2015-02-22","599","610","600","600","0.17","1210"
"BPCL","2015-02-23","600","635","612","635","5.83","67"
"BPCL","2015-02-24","635","645","645","645","1.57","20"
"BPCL","2015-02-25","645","633","618","630","-2.33","11179"
"BPCL","2015-03-02","630","642","628","630","0.00","1931"
"BPCL","2015-03-03","630","633","620","633","0.48","545"
"BPCL","2015-03-04","633","625","615","615","-2.84","2556"
"BPCL","2015-03-10","615","620","616","616","0.16","700"
"BPCL","2015-03-11","616","604","604","604","-1.95","485"
"BPCL","2015-03-12","604","608","608","608","0.66","200"
"BPCL","2015-03-15","608","615","615","615","1.15","267"
"BPCL","2015-03-16","615","615","607","607","-1.30","1735"
"BPCL","2015-03-17","607","610","606","610","0.49","574"
"BPCL","2015-03-18","610","610","605","605","-0.82","275"
"BPCL","2015-03-19","605","605","605","605","0.00","133"
"BPCL","2015-03-22","605","606","606","606","0.17","857"
"BPCL","2015-03-23","606","611","606","607","0.17","1020"
"BPCL","2015-03-24","607","610","600","600","-1.15","2176"
"BPCL","2015-03-25","600","600","590","590","-1.67","1035"
"BPCL","2015-03-26","590","595","588","595","0.85","321"
"BPCL","2015-03-29","595","606","599","606","1.85","895"
"BPCL","2015-03-30","606","600","596","600","-0.99","600"
"BPCL","2015-03-31","600","604","593","604","0.67","1874"
"BPCL","2015-04-01","604","600","600","600","-0.66","530"
"BPCL","2015-04-02","600","605","605","605","0.83","1000"
"BPCL","2015-04-05","605","600","600","600","-0.83","453"
"BPCL","2015-04-06","600","600","595","600","0.00","704"
"BPCL","2015-04-07","600","612","601","612","2.00","1767"
"BPCL","2015-04-08","612","620","594","615","0.49","7628"
"BPCL","2015-04-09","615","610","610","610","-0.81","100"
"BPCL","2015-04-12","610","622","600","608","-0.33","8110"
"BPCL","2015-04-15","608","608","608","608","0.00","200"
"BPCL","2015-04-16","608","607","605","605","-0.49","958"
"BPCL","2015-04-19","605","610","601","610","0.83","5350"
"BPCL","2015-04-20","610","615","607","610","0.00","2426"
"BPCL","2015-04-21","610","613","612","613","0.49","238"
"BPCL","2015-04-23","600","601","600","601","0.17","700"
"BPCL","2015-05-31","601","614","610","614","1.50","300"
"BPCL","2015-06-02","610","600","600","600","-1.64","100"
"BPCL","2015-06-07","600","591","591","591","-1.50","119"
"BPCL","2015-06-09","591","602","602","602","1.86","10"
"BPCL","2015-06-10","602","650","614","640","6.31","1580"
"BPCL","2015-06-11","640","630","630","630","-1.56","200"
"BPCL","2015-06-14","630","635","625","633","0.48","1500"
"BPCL","2015-06-15","633","631","630","630","-0.47","1270"
"BPCL","2015-06-16","630","625","613","620","-1.59","1400"
"BPCL","2015-06-17","620","610","601","601","-3.06","3463"
"BPCL","2015-06-22","613","613","613","613","2.00","500"
"BPCL","2015-06-23","606","606","606","606","-1.14","500"
"BPCL","2015-06-24","618","632","618","632","4.29","1010"
"BPCL","2015-06-25","644","644","644","644","1.90","10"
"BPCL","2015-06-28","632","632","632","632","-1.86","100"
"BPCL","2015-06-29","642","642","630","630","-0.32","440"
"BPCL","2015-07-01","620","620","610","610","-3.17","2600"
"BPCL","2015-07-02","605","605","605","605","-0.82","650"
"BPCL","2015-07-05","600","606","600","606","0.17","1200"
"BPCL","2015-07-06","606","606","600","600","-0.99","3850"
"BPCL","2015-07-07","600","613","600","600","0.00","5190"
"BPCL","2015-07-08","603","608","601","601","0.17","1920"
"BPCL","2015-07-13","600","601","600","600","-0.17","1150"
"BPCL","2015-07-14","600","601","600","601","0.17","1624"
"BPCL","2015-07-15","600","609","600","609","1.33","2150"
"BPCL","2015-07-16","609","620","600","617","1.31","6140"
"BPCL","2015-07-22","612","612","609","609","-1.30","787"
"BPCL","2015-07-23","609","606","606","606","-0.49","100"
"BPCL","2015-07-26","606","666","618","666","9.90","60"
"BPCL","2015-07-27","666","679","679","679","1.95","166"
"BPCL","2015-07-29","679","666","628","628","-7.51","350"
"BPCL","2015-07-30","628","619","619","619","-1.43","50"
"BPCL","2015-08-02","619","619","607","607","-1.94","886"
"BPCL","2015-08-03","607","595","590","595","-1.98","1537"
"BPCL","2015-08-04","595","591","589","591","-1.01","1000"
"BPCL","2015-08-05","589","600","600","600","1.87","1000"
"BPCL","2015-08-06","600","613","599","600","0.00","1650"
"BPCL","2015-08-09","600","592","590","590","-1.67","682"
"BPCL","2015-08-11","590","601","592","592","0.34","1500"
"BPCL","2015-08-12","600","600","600","600","1.35","500"
"BPCL","2015-08-13","590","597","580","582","-3.00","2959"
"BPCL","2015-08-16","593","640","593","640","9.97","23576"
"BPCL","2015-08-17","652","691","650","650","1.56","8435"
"BPCL","2015-08-18","644","652","638","645","-0.77","2600"
"BPCL","2015-08-19","640","665","636","636","-1.40","2407"
"BPCL","2015-08-20","628","629","628","629","-1.10","278"
"BPCL","2015-08-24","641","650","635","636","1.11","3610"
"BPCL","2015-08-25","625","633","625","633","-0.47","550"
"BPCL","2015-08-26","630","630","622","625","-1.26","670"
"BPCL","2015-08-27","625","634","625","634","1.44","1084"
"BPCL","2015-08-31","635","649","635","645","1.73","4873"
"BPCL","2015-09-01","645","645","631","631","-2.17","1650"
"BPCL","2015-09-02","630","630","624","628","-0.48","3060"
"BPCL","2015-09-06","628","633","628","632","0.64","1642"
"BPCL","2015-09-07","630","630","620","628","-0.63","1070"
"BPCL","2015-09-08","621","621","612","615","-2.07","3700"
"BPCL","2015-09-09","610","615","610","615","0.00","5264"
"BPCL","2015-09-10","611","615","610","615","0.00","878"
"BPCL","2015-09-13","621","625","621","625","1.63","1434"
"BPCL","2015-09-14","635","635","633","635","1.60","913"
"BPCL","2015-09-15","647","647","628","635","0.00","3350"
"BPCL","2015-09-16","630","639","623","639","0.63","1370"
"BPCL","2015-09-17","631","651","630","633","-0.94","1350"
"BPCL","2015-09-22","621","621","621","621","-1.90","10"
"BPCL","2015-09-23","633","633","619","621","0.00","5617"
"BPCL","2015-09-24","625","625","618","623","0.32","382"
"BPCL","2015-09-28","612","612","603","610","-2.09","930"
"BPCL","2015-09-29","610","610","610","610","0.00","483"
"BPCL","2015-09-30","615","618","615","618","1.31","534"
"BPCL","2015-10-01","619","619","619","619","0.16","158"
"BPCL","2015-10-04","615","615","609","609","-1.61","833"
"BPCL","2015-10-05","615","615","611","615","0.33","900"
"BPCL","2015-10-06","600","600","587","590","-3.44","14030"
"BPCL","2015-10-08","601","605","600","604","2.37","1232"
"BPCL","2015-10-11","600","600","590","590","-2.32","699331"
"BPCL","2015-10-14","601","605","600","600","1.69","835"
"BPCL","2015-10-15","595","595","595","595","-0.83","21"
"BPCL","2015-10-18","595","595","595","595","0.00","150"
"BPCL","2015-10-19","604","604","600","600","0.84","160"
"BPCL","2015-10-27","590","591","580","580","-3.33","1490"
"BPCL","2015-10-28","580","591","570","570","-1.72","3962"
"BPCL","2015-10-29","581","603","581","603","5.79","440"
"BPCL","2015-11-01","615","615","615","615","1.99","20"
"BPCL","2015-11-03","603","603","603","603","-1.95","500"
"BPCL","2015-11-05","598","598","598","598","-0.83","100"
"BPCL","2015-11-08","587","587","587","587","-1.84","400"
"BPCL","2015-11-18","576","576","576","576","-1.87","200"
"BPCL","2015-11-19","566","572","550","572","-0.69","3564"
"BPCL","2015-11-23","572","572","520","540","-5.59","2926"
"BPCL","2015-11-24","540","540","533","533","-1.30","2053"
"BPCL","2015-11-25","543","553","538","538","0.94","3015"
"BPCL","2015-11-26","532","540","527","527","-2.04","2217"
"BPCL","2015-11-29","518","518","518","518","-1.71","56"
"BPCL","2015-11-30","528","530","520","530","2.32","7210"
"BPCL","2015-12-01","530","545","528","528","-0.38","1850"
"BPCL","2015-12-02","529","529","529","529","0.19","100"
"BPCL","2015-12-03","519","539","519","539","1.89","1941"
"BPCL","2015-12-04","545","545","540","540","0.18","1710"
"BPCL","2015-12-07","534","535","532","535","-0.93","1660"
"BPCL","2015-12-08","525","525","520","520","-2.80","775"
"BPCL","2015-12-09","513","543","513","543","4.42","971"
"BPCL","2015-12-10","533","533","533","533","-1.84","110"
"BPCL","2015-12-13","543","543","524","524","-1.69","1280"
"BPCL","2015-12-15","533","533","533","533","1.72","500"
"BPCL","2015-12-16","530","530","520","521","-2.25","1882"
"BPCL","2015-12-20","521","541","524","541","3.84","2648"
"BPCL","2015-12-21","541","562","550","560","3.51","1750"
"BPCL","2015-12-22","561","561","549","549","-1.96","1520"
"BPCL","2015-12-23","549","555","555","555","1.09","1400"
"BPCL","2015-12-24","548","552","548","552","-0.54","15293"
"BPCL","2015-12-25","542","542","535","535","-3.08","520"
"BPCL","2015-12-28","535","539","539","539","0.75","500"
"BPCL","2015-12-29","539","539","539","539","0.00","167"
"BPCL","2015-12-31","535","540","535","540","0.18","1350"
"BPCL","2016-01-03","540","540","540","540","0.00","150"
"BPCL","2016-01-04","540","540","540","540","0.00","700"
"BPCL","2016-01-05","550","550","550","550","1.85","210"
"BPCL","2016-01-06","560","571","545","545","-0.91","570"
"BPCL","2016-01-07","545","555","545","555","1.83","700"
"BPCL","2016-01-10","555","571","560","560","0.90","1933"
"BPCL","2016-01-11","570","581","570","581","3.75","550"
"BPCL","2016-01-12","592","611","590","592","1.89","1702"
"BPCL","2016-01-13","592","620","596","601","1.52","3227"
"BPCL","2016-01-14","613","613","601","601","0.00","700"
"BPCL","2016-01-17","611","611","601","601","0.00","667"
"BPCL","2016-01-18","613","613","599","599","-0.17","1470"
"BPCL","2016-01-19","589","590","583","585","-2.83","700"
"BPCL","2016-01-20","590","599","590","593","1.72","1667"
"BPCL","2016-01-21","593","607","595","595","0.34","2121"
"BPCL","2016-01-25","592","595","592","593","-0.50","792"
"BPCL","2016-01-26","592","603","585","585","-1.18","1176"
"BPCL","2016-01-27","585","590","584","584","-0.17","750"
"BPCL","2016-01-28","573","584","573","584","0.00","300"
"BPCL","2016-01-31","590","590","588","588","0.68","407"
"BPCL","2016-02-01","588","590","578","589","0.17","2550"
"BPCL","2016-02-02","587","587","575","585","-0.68","1673"
"BPCL","2016-02-03","585","585","574","574","-1.88","1500"
"BPCL","2016-02-04","585","630","580","615","7.14","10342"
"BPCL","2016-02-07","615","613","604","606","-1.46","5834"
"BPCL","2016-02-08","606","625","615","622","2.64","4917"
"BPCL","2016-02-11","622","631","610","610","-1.93","4650"
"BPCL","2016-02-14","602","602","602","602","-1.31","100"
"BPCL","2016-02-15","603","608","600","608","1.00","540"
"BPCL","2016-02-16","608","610","610","610","0.33","10"
"BPCL","2016-02-17","610","605","595","595","-2.46","2341"
"BPCL","2016-02-18","595","608","599","599","0.67","2540"
"BPCL","2016-02-21","605","605","600","600","0.17","440"
"BPCL","2016-02-22","612","612","590","590","-1.67","1700"
"BPCL","2016-02-25","590","590","589","589","-0.17","1285"
"BPCL","2016-02-28","589","600","575","575","-2.38","19085"
"BPCL","2016-02-29","575","586","579","580","0.87","536"
"BPCL","2016-03-01","580","580","575","575","-0.86","724"
"BPCL","2016-03-02","580","596","575","596","3.65","1750"
"BPCL","2016-03-03","586","595","586","591","-1.01","811"
"BPCL","2016-03-06","590","590","590","590","0.00","200"
"BPCL","2016-03-10","590","610","590","610","3.39","7269"
"BPCL","2016-03-13","620","620","600","605","-0.82","3033"
"BPCL","2016-03-14","608","608","600","607","-0.66","1606"
"BPCL","2016-03-15","600","600","591","591","-1.66","992"
"BPCL","2016-03-16","591","591","585","591","-1.02","1320"
"BPCL","2016-03-17","590","595","590","595","1.71","1338"
"BPCL","2016-03-20","606","654","606","654","9.92","25965"
"BPCL","2016-03-21","667","688","640","644","-1.53","15467"
"BPCL","2016-03-23","632","632","621","621","-3.57","1371"
"BPCL","2016-03-24","621","611","611","611","-1.61","50"
"BPCL","2016-03-27","611","642","615","620","1.47","5337"
"BPCL","2016-03-28","620","617","605","617","-0.48","800"
"BPCL","2016-03-29","606","628","605","625","1.30","1667"
"BPCL","2016-03-30","625","637","615","616","-1.44","560"
"BPCL","2016-03-31","616","630","616","630","2.27","2918"
"BPCL","2016-04-03","630","625","625","625","-0.79","400"
"BPCL","2016-04-04","625","615","605","605","-3.20","2100"
"BPCL","2016-04-05","617","617","610","612","1.16","2692"
"BPCL","2016-04-06","612","624","605","605","-1.14","3200"
"BPCL","2016-04-10","605","617","617","617","1.98","200"
"BPCL","2016-04-11","617","608","608","608","-1.46","212"
"BPCL","2016-04-12","608","612","607","610","0.33","5090"
"BPCL","2016-04-14","610","616","610","610","0.00","3330"
"BPCL","2016-04-17","612","620","608","612","0.33","3920"
"BPCL","2016-04-18","612","615","606","614","0.33","2183"
"BPCL","2016-04-19","614","615","610","615","0.16","2270"
"BPCL","2016-04-20","615","615","603","612","-0.49","6304"
"BPCL","2016-04-21","612","612","604","608","-0.65","5779"
"BPCL","2016-04-24","608","612","605","605","-0.49","3630"
"BPCL","2016-04-25","605","608","600","600","-0.83","4900"
"BPCL","2016-04-26","600","612","597","610","1.67","2705"
"BPCL","2016-04-27","610","601","600","601","-1.48","500"
"BPCL","2016-04-28","601","603","601","602","0.17","1367"
"BPCL","2016-05-02","602","608","601","608","1.00","2305"
"BPCL","2016-05-03","608","615","603","610","0.33","717"
"BPCL","2016-05-04","610","610","602","610","0.00","4667"
"BPCL","2016-05-05","610","610","600","610","0.00","5355"
"BPCL","2016-05-08","610","609","601","601","-1.48","2650"
"BPCL","2016-05-09","605","605","601","601","0.00","2882"
"BPCL","2016-05-10","600","610","600","605","0.67","2889"
"BPCL","2016-05-11","605","606","606","606","0.17","467"
"BPCL","2016-05-12","618","630","618","618","1.98","2578"
"BPCL","2016-05-15","617","617","612","613","-0.97","3146"
"BPCL","2016-05-16","613","610","610","610","-0.49","1666"
"BPCL","2016-05-17","610","612","600","602","-1.31","4487"
"BPCL","2016-05-18","602","610","605","610","1.33","6092"
"BPCL","2016-05-19","610","621","615","620","1.64","3546"
"BPCL","2016-05-22","620","621","612","612","-1.29","3565"
"BPCL","2016-05-23","612","620","608","608","-0.65","10149"
"BPCL","2016-05-24","608","610","607","610","0.33","3131"
"BPCL","2016-05-25","610","620","612","620","1.64","6166"
"BPCL","2016-05-26","620","618","608","618","-0.32","5067"
"BPCL","2016-05-29","618","640","622","635","2.75","13228"
"BPCL","2016-05-30","635","685","640","683","7.56","54576"
"BPCL","2016-05-31","683","739","693","738","8.05","79830"
"BPCL","2016-06-01","738","811","735","760","2.98","63264"
"BPCL","2016-06-02","760","752","728","748","-1.58","18582"
"BPCL","2016-06-05","748","735","680","685","-8.42","9944"
"BPCL","2016-06-06","685","711","685","708","3.36","11555"
"BPCL","2016-06-07","722","740","700","700","-1.13","4305"
"BPCL","2016-06-08","700","719","686","704","0.57","10585"
"BPCL","2016-06-09","700","710","696","700","-0.57","10259"
"BPCL","2016-06-12","700","734","707","709","1.29","6642"
"BPCL","2016-06-13","709","710","700","703","-0.85","3346"
"BPCL","2016-06-14","715","773","715","773","9.96","4135"
"BPCL","2016-06-15","788","850","788","850","9.96","4650"
"BPCL","2016-06-16","850","935","839","849","-0.12","66287"
"BPCL","2016-06-19","849","850","800","837","-1.41","27590"
"BPCL","2016-06-20","837","845","800","824","-1.55","24524"
"BPCL","2016-06-21","824","846","827","845","2.55","20894"
"BPCL","2016-06-22","847","889","845","872","3.20","27209"
"BPCL","2016-06-23","872","915","880","885","1.49","29770"
"BPCL","2016-06-26","885","925","895","924","4.41","51241"
"BPCL","2016-06-27","924","944","912","920","-0.43","15972"
"BPCL","2016-06-28","920","928","900","925","0.54","28411"
"BPCL","2016-06-29","925","930","912","930","0.54","18162"
"BPCL","2016-06-30","930","929","909","929","-0.11","9305"
"BPCL","2016-07-03","929","930","910","920","-0.97","9163"
"BPCL","2016-07-04","920","940","910","910","-1.09","6616"
"BPCL","2016-07-05","900","925","900","919","0.99","8513"
"BPCL","2016-07-06","915","929","915","924","0.54","12033"
"BPCL","2016-07-10","924","924","910","910","-1.52","3868"
"BPCL","2016-07-11","910","914","896","906","-0.44","3463"
"BPCL","2016-07-12","906","900","855","885","-2.32","8765"
"BPCL","2016-07-13","885","895","880","885","0.00","2421"
"BPCL","2016-07-14","890","900","885","894","1.02","8633"
"BPCL","2016-07-17","894","890","871","875","-2.13","1949"
"BPCL","2016-07-18","875","920","870","920","5.14","7334"
"BPCL","2016-07-19","920","926","895","895","-2.72","7215"
"BPCL","2016-07-20","881","904","881","904","1.01","6108"
"BPCL","2016-07-21","904","900","891","898","-0.66","3423"
"BPCL","2016-07-25","898","900","875","875","-2.56","5446"
"BPCL","2016-07-26","875","907","880","892","1.94","15696"
"BPCL","2016-07-27","892","939","901","921","3.25","21438"
"BPCL","2016-07-28","921","939","920","938","1.85","40420"
"BPCL","2016-07-31","938","1008","920","995","6.08","49779"
"BPCL","2016-08-01","995","1030","960","970","-2.51","15050"
"BPCL","2016-08-02","970","960","930","949","-2.16","15360"
"BPCL","2016-08-03","949","960","920","940","-0.95","9552"
"BPCL","2016-08-04","940","941","900","908","-3.40","16312"
"BPCL","2016-08-07","908","944","910","915","0.77","12421"
"BPCL","2016-08-08","915","915","870","870","-4.92","3283"
"BPCL","2016-08-09","887","922","887","922","5.98","110"
"BPCL","2016-08-10","940","940","900","924","0.33","15396"
"BPCL","2016-08-11","930","930","910","910","-1.30","4200"
"BPCL","2016-08-14","910","910","880","882","-3.08","7795"
"BPCL","2016-08-15","865","890","856","875","-0.79","11093"
"BPCL","2016-08-16","880","895","875","895","2.29","6031"
"BPCL","2016-08-17","895","904","880","904","1.01","4700"
"BPCL","2016-08-21","900","900","882","882","-2.43","600"
"BPCL","2016-08-22","870","870","840","841","-4.76","1210"
"BPCL","2016-08-23","850","882","850","864","2.98","2525"
"BPCL","2016-08-24","875","878","849","878","1.50","2630"
"BPCL","2016-08-28","887","894","862","862","-1.82","590"
"BPCL","2016-08-29","879","879","862","862","0.00","378"
"BPCL","2016-08-30","862","877","850","877","1.74","2749"
"BPCL","2016-08-31","860","860","813","839","-4.33","13773"
"BPCL","2016-09-01","824","854","824","845","0.24","3967"
"BPCL","2016-09-04","845","850","837","845","0.48","1374"
"BPCL","2016-09-05","850","852","840","840","-0.59","3623"
"BPCL","2016-09-06","856","856","830","835","-0.60","11024"
"BPCL","2016-09-07","835","845","825","840","0.60","2200"
"BPCL","2016-09-08","845","850","833","833","-0.83","2964"
"BPCL","2016-09-11","830","840","828","830","-0.36","4717"
"BPCL","2016-09-12","825","829","823","829","-0.12","800"
"BPCL","2016-09-14","829","829","822","823","-0.72","750"
"BPCL","2016-09-18","823","825","823","825","0.24","223"
"BPCL","2016-09-20","830","830","829","829","0.48","800"
"BPCL","2016-09-21","829","830","821","825","-0.96","1450"
"BPCL","2016-09-22","820","820","810","818","-0.85","2177"
"BPCL","2016-09-25","820","820","810","818","-0.85","2177"
"BPCL","2016-09-26","805","810","790","801","1.39","2320"
"BPCL","2016-09-27","810","810","810","810","1.12","100"
"BPCL","2016-09-28","800","810","800","805","-0.62","2280"
"BPCL","2016-09-29","810","810","804","804","-0.12","1166"
"BPCL","2016-10-03","810","810","810","810","0.75","100"
"BPCL","2016-10-04","795","820","795","806","-0.49","5433"
"BPCL","2016-10-05","805","810","797","810","0.50","2050"
"BPCL","2016-10-06","820","825","812","812","0.25","1540"
"BPCL","2016-10-16","801","801","801","801","-1.35","200"
"BPCL","2016-10-17","805","817","804","817","2.00","1873"
"BPCL","2016-10-18","807","820","807","820","0.37","2000"
"BPCL","2016-10-19","818","818","810","810","-1.22","708"
"BPCL","2016-10-20","820","824","820","823","1.73","1033"
"BPCL","2016-10-23","820","820","810","815","-1.09","2073"
"BPCL","2016-10-24","800","823","786","810","-0.74","1330"
"BPCL","2016-10-25","810","810","810","810","0.12","100"
"BPCL","2016-10-26","800","800","785","795","-1.85","2776"
"BPCL","2016-10-27","799","800","790","790","-0.63","1080"
"BPCL","2016-11-03","790","790","776","785","-0.63","1300"
"BPCL","2016-11-07","790","850","778","781","-0.89","8193"
"BPCL","2016-11-08","763","763","718","725","-6.81","4020"
"BPCL","2016-11-09","711","725","711","711","-1.93","364"
"BPCL","2016-11-10","710","715","705","705","-0.84","270"
"BPCL","2016-11-13","706","718","706","718","1.84","884"
"BPCL","2016-11-15","715","715","683","683","-4.87","2011"
"BPCL","2016-11-16","683","685","680","685","0.29","750"
"BPCL","2016-11-17","672","678","660","660","-3.65","1085"
"BPCL","2016-11-20","647","647","620","620","-6.06","2450"
"BPCL","2016-11-21","618","620","602","618","0.00","1600"
"BPCL","2016-11-22","625","625","613","613","-1.13","1000"
"BPCL","2016-11-23","615","624","613","624","1.79","1540"
"BPCL","2016-11-24","630","636","591","600","-3.85","4300"
"BPCL","2016-11-27","600","612","578","585","-2.50","10915"
"BPCL","2016-11-28","574","580","560","580","-0.85","5381"
"BPCL","2016-11-29","580","638","580","638","10.00","3625"
"BPCL","2016-11-30","650","683","650","680","6.58","4260"
"BPCL","2016-12-01","680","696","665","670","-1.47","5510"
"BPCL","2016-12-04","657","670","645","655","-2.24","3309"
"BPCL","2016-12-05","612","615","603","603","-1.47","220"
"BPCL","2016-12-06","591","591","575","577","-4.31","2910"
"BPCL","2016-12-07","588","588","588","588","1.91","14"
"BPCL","2016-12-08","598","601","577","600","2.04","3440"
"BPCL","2016-12-11","590","590","575","575","-4.17","1235"
"BPCL","2016-12-12","575","577","571","577","0.35","1280"
"BPCL","2016-12-14","572","580","572","580","0.52","450"
"BPCL","2016-12-15","575","607","575","607","4.66","540"
"BPCL","2016-12-18","619","619","619","619","1.98","10"
"BPCL","2016-12-19","607","607","595","595","-3.88","290"
"BPCL","2016-12-20","585","585","570","573","-3.86","3200"
"BPCL","2016-12-21","561","571","560","571","-0.17","710"
"BPCL","2016-12-22","570","575","570","575","0.70","800"
"BPCL","2016-12-26","575","575","565","565","-1.74","2450"
"BPCL","2016-12-27","556","570","545","560","-0.88","1141"
"BPCL","2016-12-28","550","569","550","560","0.00","1070"
"BPCL","2016-12-29","571","580","550","550","-1.79","950"
"BPCL","2017-01-01","550","562","550","559","1.64","9760"
"BPCL","2017-01-02","570","562","559","559","0.00","5280"
"BPCL","2017-01-03","550","560","548","550","-1.61","7970"
"BPCL","2017-01-04","552","560","552","559","1.82","2970"
"BPCL","2017-01-05","554","554","553","553","-1.25","1502"
"BPCL","2017-01-08","564","564","554","554","0.18","110"
"BPCL","2017-01-09","558","559","558","559","0.90","1290"
"BPCL","2017-01-10","559","560","555","556","-0.72","1853"
"BPCL","2017-01-11","550","550","550","550","-0.90","100"
"BPCL","2017-01-12","560","560","560","560","1.82","120"
"BPCL","2017-01-15","559","559","559","559","-0.18","300"
"BPCL","2017-01-16","556","556","549","549","-1.79","500"
"BPCL","2017-01-17","544","544","544","544","-0.91","203"
"BPCL","2017-01-22","542","542","542","542","-0.37","251"
"BPCL","2017-01-23","536","550","536","550","1.48","2010"
"BPCL","2017-01-24","539","549","538","538","-2.18","130"
"BPCL","2017-01-25","528","538","518","518","-3.72","1050"
"BPCL","2017-01-26","518","528","508","515","-0.58","2150"
"BPCL","2017-01-30","505","510","500","500","-2.91","1450"
"BPCL","2017-01-31","491","512","485","512","2.40","28790"
"BPCL","2017-02-01","522","532","500","532","3.91","30990"
"BPCL","2017-02-02","542","542","520","530","-0.38","11310"
"BPCL","2017-02-05","530","530","530","530","0.00","300"
"BPCL","2017-02-07","520","524","510","523","-1.32","1483"
"BPCL","2017-02-08","515","524","495","524","0.19","2020"
"BPCL","2017-02-09","518","518","508","508","-3.05","320"
"BPCL","2017-02-12","502","502","484","490","-3.54","2484"
"BPCL","2017-02-13","481","499","464","499","1.84","1960"
"BPCL","2017-02-14","490","490","470","482","-3.61","5551"
"BPCL","2017-02-15","490","500","489","498","3.53","6292"
"BPCL","2017-02-16","499","507","496","496","-0.40","940"
"BPCL","2017-02-19","505","510","500","510","0.99","2266"
"BPCL","2017-02-20","510","510","500","510","0.00","650"
"BPCL","2017-02-21","500","518","498","498","-2.35","270"
"BPCL","2017-02-22","490","490","490","490","-1.61","7000"
"BPCL","2017-02-23","495","495","495","495","1.02","150"
"BPCL","2017-02-26","486","486","478","478","-3.43","2092"
"BPCL","2017-02-28","487","490","487","490","2.51","350"
"BPCL","2017-03-01","482","482","475","476","-3.06","1720"
"BPCL","2017-03-02","484","512","484","512","7.79","40"
"BPCL","2017-03-05","508","509","499","500","-2.34","2570"
"BPCL","2017-03-06","492","492","492","492","-1.60","10"
"BPCL","2017-03-07","500","500","500","500","1.63","330"
"BPCL","2017-03-09","500","501","492","501","0.20","5630"
"BPCL","2017-03-13","501","505","496","496","-1.00","1020"
"BPCL","2017-03-14","500","500","491","491","-1.01","1144"
"BPCL","2017-03-15","492","520","492","520","5.91","2020"
"BPCL","2017-03-16","530","530","515","520","0.00","250"
"BPCL","2017-03-19","520","523","510","523","0.58","1080"
"BPCL","2017-03-20","513","555","505","540","3.25","8112"
"BPCL","2017-03-21","535","566","535","566","4.81","7030"
"BPCL","2017-03-22","576","588","555","560","-1.06","17055"
"BPCL","2017-03-23","555","580","555","575","2.68","11744"
"BPCL","2017-03-26","585","630","585","630","9.57","14219"
"BPCL","2017-03-28","630","693","642","693","10.00","30146"
"BPCL","2017-03-29","693","748","682","682","-1.59","29715"
"BPCL","2017-03-30","682","700","669","675","-1.03","4800"
"BPCL","2017-04-02","670","705","670","705","4.44","790"
"BPCL","2017-04-03","719","733","686","686","-2.69","8551"
"BPCL","2017-04-04","673","699","660","670","-2.33","7140"
"BPCL","2017-04-06","670","670","656","656","-2.09","3470"
"BPCL","2017-04-09","656","665","655","665","1.37","2230"
"BPCL","2017-04-10","670","706","670","699","5.11","5047"
"BPCL","2017-04-11","712","726","674","677","-3.15","2877"
"BPCL","2017-04-12","690","703","679","679","0.30","7710"
"BPCL","2017-04-13","685","692","666","678","-0.15","1951"
"BPCL","2017-04-16","691","703","690","703","3.69","120"
"BPCL","2017-04-18","689","689","652","659","-6.12","5110"
"BPCL","2017-04-19","660","699","665","689","4.39","1638"
"BPCL","2017-04-20","680","690","675","683","-0.58","10590"
"BPCL","2017-04-23","698","725","686","686","0.15","1675"
"BPCL","2017-04-24","688","688","673","675","-1.60","460"
"BPCL","2017-04-25","662","688","662","688","1.93","3560"
"BPCL","2017-04-26","675","675","670","670","-2.62","1500"
"BPCL","2017-04-27","657","696","657","696","3.88","230"
"BPCL","2017-04-30","683","683","683","683","-1.87","100"
"BPCL","2017-05-02","690","690","689","689","1.02","200"
"BPCL","2017-05-03","680","680","667","675","-1.59","3977"
"BPCL","2017-05-04","666","666","655","657","-3.24","1000"
"BPCL","2017-05-07","670","669","650","651","-1.07","3052"
"BPCL","2017-05-08","650","650","638","638","-1.85","400"
